trampima	`tramppist
ka	kaa
jälle	`jälle
kust	kust
pihk	`püuga
kinni	`kinni
olema	olid
ja	ja
siis	siis
see	sellega
panema	panid
sedasi	`seessi
käsi	käsi
olema	oli
siis	sii
pihk	püos
olema	oli
lina	lina
sõõre	sööre
ja	ja
see	selle
käsi	`keega
saama	sai
jälle	jälle
lööma	`löödut
nii	nii
kaua	kauwa
kui	kui
kõik	keik
puu	puud
seest	seest
ära	ära
minema	läkst
pöörama	pööra
ja	ja
keerama	keera
sugemine	sugemise
aeg	aeg
minema	läks
ära	ära
jälle	`jälle
kui	kui
sugema	`suedi
näh	nähh
hari	arja
peal	peal
siis	siiss
siis	siiss
siis	siiss
minema	läks
jälle	`jälle
tulema	tuli
veel	veel
ära	ära
ja	ja
vahest	vahest
olema	oli
ka	kaa
takk	`takkude
seas	seas
mõni	möni
seas	seas
nägema	näha
ka	kaa
kui	kui
olema	oli
hästi	east
ära	ära
mädanema	mädanenund
ja	ja
hea	head
lina	linad
siis	siis
ei	ei
jääma	jäänund
siis	siiss
tulema	tuli
väga	väga
kergesti	`kergesti
välja	`välja
aga	aga
kui	kui
olema	olid
pole	pole
nii	nii
hästi	east
ära	ära
mädandama	`määndut
olema	olnd
olema	olid
kinni	`kinni
lina	lina
hari	ari
olema	oli
suur	sur
kandiline	kandilene
suur	suur
pikk	pitk
laud	laud
kaks	kaks
tükk	`tükki
teine	teina
a	a
hari	ari
olema	oli
tihe	tihe
hari	ari
teine	teina
olema	oli
harv	arv
hari	ari
ja	ja
esiti	esitti
lööma	`löödi
harv	arva
hari	arja
peal	peel
sugema	`soedi
näh	nähh
suur	surd
pii	piid
olema	olid
nagu	`naagu
pidama	peab
ütlema	`ütlema
nagu	nagu
suur	suured
nõel	`nööltsed
vanasti	vanasti
olema	olid
püsti	`püsti
plekk	plekki
sees	sees
ja	ja
see	se
olema	li
jälle	`jälle
laud	lauwa
laud	lauwa
peal	pääl
ja	ja
ja	ja
siis	siiss
lööma	löi
jälle	`jälle
esiti	esitte
harv	arva
hari	arja
peal	peel
saama	said
ots	otsad
ära	ära
lööma	`löödut
need	need
takk	takkud
olema	olid
jäme	jämedamat
otsa+takk	otsa+dakkud
ja	ja
teine	teised
olema	olid
jälle	`jälle
tihe	tihe
hari	arja
peal	peal
need	need
olema	olid
jälle	`jälle
peen	`peened
takk	takkud
ja	ja
need	need
saama	said
siis	siiss
ära	ära
kergitama	kergidut
ja	ja
kõik	keik
jälle	`jälle
tort	tordiks
tegema	`tehtut
lööma	`löödi
ork	orgi
ots	`otsa
takk	takkud
kergitama	kergidatti
ära	ära
panema	`pantti
sedasi	sedasi
nagu	nagu
panema	paneme
siia	`siija
laud	lauwa
peale	`peale
kõik	keik
ilusti	ilusti
nüüd	nüid
hulk	ulga
siis	sis
hakkama	akketti
sedasi	sedasi
keerama	`keerma
üks	ühe
jälle	`jälle
kõik	keik
rull	`rulli
ajama	`aedi
seda+moodi	seda+modi
jah	jaahh
mitu	`mütmed
mitu	`mütmed
tegema	tehedi
väga	väga
suur	suured
pole	pole
aitama	`aittand
kui	kui
s	s
ketrama	kedrama
hakkama	`akkast
siis	siss
olema	oli
jälle	`jälle
vokk	vokkil
olema	oli
a	a
jälle	`jälle
haru	arud
tort	tort
noh	nohh
mina	mina
ei	b
saama	saa
mina	mool
pole	pole
ju	ju
hammas	`ambud
suu	suus
mis	mis
mina	ma
rääkima	räägi
tort	tordid
tort	tordid
panema	`pantti
jälle	`jälle
takk	takku
ork	ork
tort	tort
hark	ark
olema	oli
vokk	vokki
käsi+puu	käsi+bu
peal	peal
ja	ja
siis	siss
tort	tort
panema	`pantti
sinna	`senna
peale	`peale
ja	ja
siis	siis
hakkama	akketti
siis	siis
ketrama	kedratti
saama	sai
lõng	`lönga
ja	ja
ja	ja
see	sellega
saama	sai
vana	vanal
aeg	aeal
kate	kattet
ja	ja
ise	ennast
ja	ja
riie	`riided
tegema	`tehtut
ja	ja
ja	ja
kott	`kottisi
ja	ja
kõik	`keikki
asi	`asju
aga	äga
nüüd	niid
pole	pole
enam	änam
miski	midad
tegema	teha
ah	aahh
see	se
see	sellest
saama	said
kude	kude
lina	linast
saama	sai
lõim	`löime
lõim	löime
ketrama	kedrat
ja	ja
siis	siis
takk	takkust
saama	sai
kude	kude
ketrama	kedrat
s	s
jäme	jämem
takk	takkust
jäme	jämem
kude	kude
jäme	jämema
kangas	`kanga
kude	kude
ja	ja
peen	`peene
takk	takkust
peen	`peenema
kangas	`kanga
kude	kude
nõnda	nenda
näh	nähh
tema	ta
olema	oli
linane	linuse
lõim	`löime
sees	seess
tema	ta
tulema	tuli
siis	siiss
kangas	`kangas
ära	ära
kuduma	kojut
siis	siis
tema	ta
olema	oli
kangas	kannas
ja	ja
siis	siiss
saama	sai
kevad	kevade
see	seda
kangas	kannast
ära	ära
kuduma	kojut
olema	oli
siis	siiss
noh	nohh
see	see
tahtma	`tahtis
enne	enem
ka	kaa
töö	tööd
tegema	teha
niit	niide
panema	`panna
ja	ja
suga	suga
panema	`panna
ja	ja
siis	siis
kuduma	kududa
ja	ja
siis	siis
panema	`pantti
õu	`öuwe
pleekima	`pleekkima
aed	aea
äärde	`ääre
tegema	tehedi
leelis	leelist
ja	ja
märg	märjaks
ja	ja
siis	siss
aed	aea
ääres	`ääres
pleegitama	pleegidatti
kangas	kannas
seda+viisi	seda+visi
saama	sai
seda+viisi	seda+visi
saama	sai
riie	`riide
panema	`panttut
ja	ja
riie	`riided
vanasti	vanasti
tegema	`tehtut
ja	ja
ja	ja
kes	killel
olema	olid
veel	veel
vana	vana
aeg	aea
sees	sees
väga	väga
palju	`palju
laps	`lapsi
kümme+kond	kümme+gond
laps	last
kõik	keik
saama	said
seda+viisi	seda+visi
kate	kattet
noh	nohh
vill	villast
lamba+vill	`lamba+villast
saama	sai
nüüd	nüid
villane	villane
riie	rije
tegema	`tehtut
ja	ja
linane	linune
lõim	löime
olema	oli
ka	kaa
pea+aegu	pea+`aegu
pood	`poodist
saama	sai
poom+vill	poom+villa
lõim	löimet
nõnda	nenda
kevad	kevadeks
ikka	`ikka
enne	`enne
et	et
kangas	`kangad
pidama	pidid
saama	`saama
enne	`enne
ära	ära
kuduma	kueudut
kui	kui
jälle	`jälle
enne	enem
kui	kui
kevad	kevade
väline	väline
töö	töö
jälle	`jälle
tulema	tuleb
enne	enem
pidama	pidi
olema	olema
jälle	`jälle
kangas	`kangad
ära	ära
kuduma	kueut
jälle	`jälle
kui	kui
väljas	`väljas
pidama	pidid
töö	tööl
olema	olema
takk	takkud
ikka	`ikka
kõige	keige
enne	enem
siis	siiss
pärast	pärast
saama	sai
lina	linad
kuduma	kueut
ketrama	kedrat
takune	takkune
lõng	löng
saama	sai
vesi	vee
sisse	`sisse
panema	`panttut
jälle	`jälle
ära	ära
leotama	`liudut
ja	ja
siis	siiss
saama	sai
õrs	örre
peale	`peele
õu	`öuwe
pleekima	`pleekkima
panema	`panttut
linane	linune
lõng	löng
pole	pole
nii	nii
palju	`palju
pleekima	`pleekkida
saama	saand
lõim	löime
see	see
jääma	jäi
na	na
vähe	vehema
pleekimine	`pleekkimisega
aga	aga
takk	takkud
saama	said
õrs	örre
peal	peel
teine	teina
puu	puu
all	all
ja	ja
teine	teina
õrs	örs
panema	`pantti
näh	näh
hark	argi
peale	`peale
ja	ja
teine	teina
puu	puu
alla	`alla
ja	ja
see	see
olema	oli
kaua	kauwa
aeg	`aega
õu	öuwes
pleekima	`pleekkimas
mina	mina
ju	ju
ikka	`ikka
muidugi	muidugid
saama	sai
pöörama	`pöörttut
ka	kaa
vahel	vahel
mis	mes
see	seda
ikka	`ikka
saama	sai
pesema	`pestud
ka	kaa
ja	ja
see	seda
nii	nii
kaua	kauwa
pleegitama	pleegittud
ei	äi
olema	ole
see	seda
lõim	`löime
lõng	`lönga
see	see
saama	sai
ikka	`ikka
kerge	`kergemalt
tuhk	tuha
leelis	leelis
tegema	tehedi
panema	`pantti
tuhk	tuhk
toor	`toori
sisse	`sisse
ja	ja
keema	keeva
vesi	vesi
peale	`peale
ja	ja
siis	siiss
selgima	`sel'gis
ära	ära
ja	ja
siis	siiss
saama	sai
see	seda
leelis	leelist
jah	jah
see	sellest
pole	pole
nii	nii
tähtsus	`tähtsus
olema	olnd
kui	kui
kui	kui
kange	`kange
tema	ta
olema	oli
siis	siis
laps	laps
siis	siis
laps	lapse
ema	ema
minema	läks
kirik	kerikku
ja	ja
siis	siss
tema	teda
ä	ä
nimetama	nimidetti
või	vöi
näh	nähh
laskma	lasi
oma	oma
eest	eest
paluma	paluda
veel	veel
ja	ja
seda+viisi	seda+visi
olema	oli
ikka	`ikka
ja	ja
ma	maa
kuule	kuule
praegu	`praegu
siit	siit
raadio	`raadjust
Soome	`soome
keel	`keeles
Soome	`Soomes
olema	on
ikka	`ikka
ka	kaa
veel	veel
see	see
komme	komb
ä	ä
laps	lapse
laps	`laste
järel	järel
kirik	kerikkus
käimine	`käimine
siis	siis
need	nende
nimi	nimesid
nimetama	nimidakse
ka	kaa
veel	veel
õpetaja	öppettaea
jah	jahh
kantsel	`kantsli
pealt	peald
õpetaja	öppettaea
nemad	`nende
nimi	nimed
nii+samuti	nii+samutti
kui	kui
jälle	`jälle
kuulutamine	kuuludamist
mina	ma
kuulma	kuulen
raadio	`raadjust
Soome	`Soome
kirik	kerikkut
siis	siss
seal	seel
kõige	keige
esimene	esimene
olema	on
surnu	`surnu
mälestamine	mälestamine
siis	siis
olema	on
laulatus	lauladus
ei	äi
mitte	`mette
kuulutamine	kuuludamist
pulm	pulma
pulm	pulma
kuulutus	kuuludus
pruut	pruudi
kuulutus	kuuludus
siis	siiss
kõige	keige
viimaks	`viimuks
olema	on
ikka	`ikka
kes	kiss
laps	lapse
järel	järel
kirik	kerikku
minema	läheb
nimetama	nimidakse
nimetama	nimidakse
see	seda
ka	kaa
nüüd	nüid
olema	oli
mina	moo
mees	mees
laulma	`laulis
ikka	`ikka
see	seda
laul	`laulu
ei	äi
laps	`lapsi
ristima	`ristida
enam	änam
ei	äi
tahtma	taha
ja	ja
abielu	abi+elu
laulatus	laulattus
jääma	jääb
maha	maha
nüüd	nüid
nüüd	nüid
olema	on
tema	ta
kõige	keige
jälle	`jälle
see	see
ka	kaa
väga	väga
mood	`moodist
väljas	`väljas
juba	juba
kes	kiss
nüüd	nüid
enam	änam
laulatama	laulattab
registreerima	rigist`reeridaks
ja	ja
laps	`lapsi
ka	kaa
enam	änam
nüüd	nüid
pole	pole
enam	änam
laps	lapse
ristimine	`ristimist
pole	pole
mina	mina
kuulama	`kuuland
meie	meidel
käima	käib
praegu	`praegu
õpetaja	öppettaea
meie	meide
noh	nohh
need	nee
olema	on
vana	vanad
inimene	inimest
kes	kiss
seal	seal
käima	käivad
noor	`noori
pole	pole
ja	ja
kes	kiss
laps	last
ristima	ristib
see	seda
pole	pole
kuulama	`kuuland
ei	äi
mina	mu
mina	ma
ei	ei
mäletama	mäletta
see	seda
mitte	`mette
mis	mess
sõna	söna
see	se
olema	li
mis	mess
näh	nähh
ise	ise
ka	kaa
mina	mull
mina	ma
ei	i
teadma	tea
kas	kas
mina	ma
Meeta	Meetta
järel	järel
ka	ka
käima	käisin
mina	mul
olema	oli
üks	üks
poiss	poiss
olema	oli
kolm	`kolme
kuune	`kuune
surema	suri
ära	ära
see	sel
sõda	söa
ajal	aeal
see	selle
järel	järel
mina	ma
käima	käisi
kirik	kerikkus
see	see
mina	moo
meel	`meeles
olema	on
kolm	kolm
seda+viisi	seda+visi
need	ne
need	neid
komme	`kombeid
need	neid
olema	on
nii	nii
palju	`palju
nüüd	nüid
kerge	`kergemaks
tegema	`tehtut
et	et
need	neid
enam	änam
ei	ei
olema	ole
nii	nii
väga	väga
jääma	jähi
jälle	jälle
sarlakid	sarlas
sarlakid	sarla
haigus	aigust
olema	oli
väga	väga
palju	`palju
see	sell
aasta	`aastal
ja	ja
kus	kus
mina	ma
matma	matsi
seal	sääl
olema	on
praegu	`praegu
viis	viis
kuus	kuus
väike	`väikkest
laps	last
kõik	köik
rida	reas
mina	mina
ei	äi
teadma	tea
pisike	pisist
lapp	lappid
lööma	löövad
peale	`peale
mis+moodi	miss+`moodi
see	see
olema	onn
tema	ta
olema	oli
väike	`väikke
nii	nii
väikene	`väikkene
veel	veel
mis+moodi	miss+`moodi
see	see
olema	oli
kurk	kurgu
panema	pani
ikka	`ikka
kinni	`kinni
ja	ja
selline	söust
seda+viisi	seda+visi
olema	oli
kas	kas
sarlakid	sarlad
see	see
sarlakid	sarlad
ja	ja
mis	miss
leetrid	`leedrid
ei	äi
mis	mis
asi	asjad
need	need
ka	kaa
olema	olid
laps	`lastel
ikka	`ikka
laps	`laste
leetrid	`leedrid
ja	ja
sarlakid	sarlad
sarlakid	sarla
haigus	`aigus
olema	on
praegu	`präegu
haige	`aiged
palavik	palavikkus
ja	ja
üks	`ühte
ja	ja
ja	ja
teine	teist
viis	`viisi
näh	nähh
ju	ju
nemad	neid
see+samune	seda+sammass
soe	`sooeas
olema+ki	pole+gi
meel+ki	`meeles+kid
enam	änam
mis+moodi	mise+`moodi
nemad	neid
soe	`sooeas
ka	kaa
hoidma	`oitti
ja	ja
ja	ja
miski	midad
rohi	`rohtu
ka	kaa
arst	arsti
juures	juures
saama	sai
ikka	`ikka
ka	kaa
käima	`käidut
ja	ja
meie	meidel
pole	pole
siis	siis
rohkem	`rohkem
arst	`arsti
olema	olnd
siis	sii
kui	kui
Kärdla	`Kärdlas
olema	oli
Maasing	Maasing
ja	ja
siis	sii
Kärdla	`Kärdlas
olema	oli
jälle	`jälle
olema	oli
olema	oli
jälle	`jälle
mis	miss
tema	ta
olema	oli
Normann	Normann
olema	oli
kui	kui
ikka	`ikka
haige	`aige
olema	olid
siis	siis
saama	sai
arst	arsti
juures	juures
ka	kaa
käima	`käidut
jah	jahh
no	no
apteek	`apteekki
pole	pole
olema	`olndend
ju	ju
siis	siis
olema	oli
ikka	`ikka
ja	ja
vanasti	vanasti
olema	olid
veel	veel
sedasi	sedasi
kiriku+õpetaja	kerikku+öppettiea
proua	prouwal
olema	olid
ka	kaa
rohi	rohud
laps	`laste
jaoks	jäuks
andma	`antti
sealt	sääld
ju	ju
nemad	nad
olema	olid
vähe	vähe
haige	`haiged
ja	ja
vilets	viletsad
vahel	vahel
ka	kaa
aga	aga
ju	ju
nemad	neid
ise	ise
saama	sai
üks+kord	ühe+gorra
käima	käisin
mina	ma
ei	ei
teadma	tää
olema	oli
keha	keha
lahti	`lahti
käima	käisime
Normann	`Normanni
juures	juures
nii	nii
palju	`palju
mina	mina
laps	`laste
pärast	pärast
seal	säl
käima	`käisin
üks	üks
kolm	kolm
kilo+meeter	kilu+`meettert
pole	pole
see	see
kaugel	`kaugel
ega	ega
vanasti	vanasti
pole	pole
kuskil	`kuskil
kaugel	`kaugel
olema	olnd
oma	omad
jalg	jälad
need	nee
viima	viist
ära	ära
pole	pole
masin	`massinad
vaja	vaea
olema	`olndend
minema	läksid
jala	jala
kus	kus
mõtlema	`mötlest
sinna	`senna
minema	läksid
aga	äga
pole	pole
see	seda
mõtlema	`mötlend
ühti	`ühtid
et	et
mina	ma
väsima	väsin
et	et
tee	tee
pikk	pitk
olema	on
see	seda
mina	minu
laps	`lastel
pole	pole
küll	küll
mitte	`mitte
võtma	`vöödut
aga	aga
mina	mina
mäletama	mäledan
mina	mu
vend	vennal
võtma	`vöödi
see	se
mina	mu
noor	noorema
vend	vennal
ja	ja
siis	siis
olema	oli
teine	teise
pere	peres
olema	oli
ka	kaa
tegema	tehedi
siis	siis
ühtlasi	`ühtlasi
tainas	tainast
ja	ja
panema	`pantti
laps	lapse
peale	`peale
ja	ja
minema	`mintti
saun	`sauna
ja	ja
siis	siis
lina	lina
panema	`pantti
peale	`peale
ja	ja
siis	siss
vihtlema	viheldatti
sedasi	sedasi
ma	maa
mina	moo
meel	`meele
jääma	jäänd
jah	jahh
see	see
olema	oli
harjas	arjaste
võtmine	`vötmine
siis	siis
võtma	`vöödi
see	see
see	see
jälle	`jälle
lina	lina
ära	ära
ja	ja
pesema	`pesti
pärast	pärast
laps	laps
puhas	`puhtaks
jälle	`jälle
mina	ma
mina	ma
ei	ei
teadma	tea
nemad	neid
nüüd	nüid
ju	ju
kõik	keik
ilma	`ilma
võtma	`vötmatta
elama	elavad
peale	`peale
aga	aga
kuidas	kuidas
see	see
komme	komb
nemad	nendel
olema	oli
seda+viisi	seda+visi
olema	oli
pole	pole
mina	mina
mitte	`mette
oma	oma
laps	`lastel
hari	arjast
võtma	vötnd
see	see
olema	oli
siis	siiss
juba	juba
see	see
usk	usk
olema	oli
juba	juba
ära	ära
lõppema	`löppend
see	se
nii+sugune	nii+sugune
usk	usk
komme	komb
olema	oli
mees	mihe
särk	särgi
ei	äi
olema	ole
mina	mina
mitte	`mette
vedama	vidand
mina	mina
ei	äi
teadma	tee
nemad	nad
rääkima	`rääkkist
ikka	`ikka
et	et
siis	siis
pidama	pidid
ikka	`ikka
väga	väga
väga	väga
tragi	tragid
olema	olema
vedama	`veedi
püksi+reis	püksi+reidest
ka	ka
veel	veel
läbi	läbi
või	vöi
kuidas	kuidas
see	see
olema	oli
mees	mihe
särk	särgist
aga	äga
mina	mina
mina	mina
pole	pole
see	seda
tegema	teind
ja	ja
pole	pole
mina	ma
kuulu+jutt	kuulu+juttu
järele	järele
mina	ma
olema	le
a	a
ah	ahh
näh	nähh
kas	kas
siis	siis
kas	kas
siis	siis
saama	sai
ei	äi
olema	ole
tulema	tulnd
lapp	lapp
pidama	peab
iga+üks	ega+ühel
peal	peal
olema	olema
see	see
olema	on
katk	katku
märk	märk
ütlema	`öödi
katk	katku
märk	märk
üks	üks
leet	leet
lapp	lapp
ihu	ihu
peal	peal
ja	ja
siis	siis
ütlema	`ütlest
sedasi	sedatti
kui	kui
see	see
jälle	jälle
pidama	pidi
see	se
no	no
paistma	`paistvas
koht	kohas
olema	olema
kus	kus
sina	sa
ise	ise
nägema	näed
et	et
see	see
pole	pole
pidama	pidand
hea	ea
olema	olemand
aga	aga
kui	kui
tema	ta
sedasi	sedasi
varjuline	varjulises
koht	kohas
olema	on
et	et
ise	ise
ei	ei
nägema	näe
siis	siis
pidama	pidi
hea	parem
olema	olema
aga	äga
mina	mina
see	see
olema	on
nahk	naha
sees	sees
olema	on
üks	üks
nagu	nagu
näpp	näppu
ase	ase
olema	on
leet	leet
lapp	lapp
seda+viisi	seda+visi
see	see
pidama	peab
sündimine	`sündimist
pidama	peab
olema	olema
aga	aga
mina	ma
mina	mina
vanasti	vanast
panema	`pantti
need	neid
tähele	tähele
nüüd	nüid
pole	pole
need	neid
asi	`asju
enam	änam
tähele	tähele
panema	`panttut
mina	mina
see	seda
ei	ei
teadma	tea
see	seda
ehmatus	ehmattust
aga	aga
see	seda
mina	ma
teadma	tean
et	et
tule+kahju	tule+gahju
nägema	näeb
ja	ja
kus	kus
tema	ta
siis	siis
käsi	käe
panema	paneb
et	et
sinna	`senna
pidama	pidi
siis	sis
punane	punane
lapp	lapp
jääma	`jääma
ihu	ihu
laps	lapse
ihu	ihu
peale	`peale
jah	jahh
see	see
ei	äi
teadma	tea
ei	äi
teadma	tea
see	seda
jälle	`jälle
koda	koea
nurk	`nurkkas
seal	sääl
saama	sai
tegema	tehet
jahvatama	jahvadut
ja	ja
tuulik	tuulik
olema	oli
e	e
kes	kille
sees	sees
väljas	`väljas
saama	sai
mis	mis
tuul	tuul
ümber	`ümber
ajama	aeas
saama	sai
vili	`vilja
jahvatama	jahvadut
ja	ja
veski	`veski
juba	juba
tegema	tegi
tang	`tangu
vanasti	vanasti
ja	ja
see	see
olema	oli
juba	juba
suur	suurem
see	see
see	see
kruup	`kruuppis
juba	juba
saama	sai
kruup	kruubi
jahu	jahu
ja	ja
ja	ja
siis	siss
peen	peen
peen	`peenet
tang	`tangu
mitte	`mette
kruup	kruubi
tang	`tangu
ei	äi
olema	ole
veski	`vesked
tegema	teind
aga	aga
kui	kui
nüüd	nüid
vabrik	vabrigud
tulema	tulid
näh	näh
teine	teina
olema	oli
ikka	`ikka
na	naa
väikene	`väikkene
jah	jahh
ja	ja
tiib	`tiibad
olema	olid
ka	kaa
nagu	nagu
laud	lauwast
aga	aga
veski	`veskil
ja	ja
tuulik	tuulik
pole	pole
muu	muud
tegema	teind
kui	kui
liht+jahu	liht+jahu
näh	nähh
aga	aga
veski	`veski
tegema	tegi
juba	juba
kroov+jahu	kroovi+jahu
kroovima	`kroovis
vähe	vähe
ja	ja
sõel	söölad
olema	olid
sees	sees
ja	ja
siis	siis
tang	`tangu
tegema	tegi
ja	ja
aga	äga
ä	ä
tuulik	tuulik
laskma	lasi
üsna	ühna
liht+jahu	liht+jahu
üksi	`üksi
tuulik	tuulik
ei	äi
olema	ole
tuulik	tuuligul
ei	äi
olema	ole
muu	muud
tegema	tehet
ja	ja
olema	olid
suur	suured
ja	ja
puri	purjud
panema	`pantti
peale	`peale
suur	suur
suur	suured
puldan	`puldanist
puri	purjud
olema	olid
panema	`pantti
üles	ülese
ja	ja
vahel	vahel
kui	kui
palju	`palju
tuul	tuuld
olema	oli
siis	siis
saama	sai
keerama	`keertti
keerd	keer
peale	`peale
ja	ja
vähe	vähemale
panema	`pantti
ja	ja
ja	ja
rohkem	`rohken
mina	ma
mäletama	mäleda
mina	mu
naabri+mees	`naabri+mihel
olema	oli
veski	`veski
kui	kui
mina	ma
kodu	kodu
noor	noor
olema	olin
need	neid
tuulik	tuuliguid
ja	ja
need	neid
tuulik	tuuliguid
ja	ja
need	neid
olema	oli
üsna	ühna
väga	väga
palju	`palju
iga	ega
küla	külas
iga	ega
pere	peres
see+pärast	see+bärast
iga+üks	ega+ühel
kus	kus
sina	sa
nüüd	nid
loom	`loomadel
tahtma	`tahtsid
laskma	`lasta
ja	ja
inimene	inimistel
ja	ja
mis	mes
jah	jahh
mina	mina
pole	pole
mitte	`mitte
käima	käind
kui	kui
mees	mihed
sedasi	sedasi
meie	meil
ei	ei
olema	ole
palju	`palju
tuulik	tuuligul
laskma	`lastut
üks	ühel
naaber	`naabri
naabri+mees	`naabri+mihel
olema	oli
veski	`veski
seal	seel
saama	sai
laskma	`lastut
ja	ja
naaber	`naabris
olema	oli
käsi+kivi	käsi+givi
ka	kaa
seal	seel
saama	sai
laskma	`lastut
sedasi	sedasi
kui	kui
linnas	linnaksid
tegema	tehedi
siis	siis
linnas	linnaksid
saama	said
ikka	`ikka
käsi+kivi	käsi+giviga
jahvatama	jahvadut
aga	äga
sedasi	sedasi
siis	siis
hakkama	`akkast
juba	juba
siis	sii
Käina	`Käinas
ja	ja
hakkama	`akkas
juba	juba
olema	oli
veski	`veski
ja	ja
tegema	tehedi
vabrik	vabrigust
saama	sai
juba	juba
jahu	jahu
ja	ja
vili	`vilja
ja	ja
laskma	`lastut
see	see
need	nende
koht	`kohtade
peal	peel
mina	ma
käima	käisi
küll	küll
need	need
olema	olid
laud	lauwast
ja	ja
nii+samuti	nii+sammatti
üks	ühel
pool	pool
keerd	`keered
ka	kaa
ja	ja
laud	lauwad
olema	olid
peal	peel
ja	ja
seal	seel
ots	`otsas
paistma	`paistis
olema	olevat
kaks	kaks
kolm	kolm
üks	ühe
auk	`aukku
ka	kaa
kus	kus
tuul	tuul
läbi	läbi
käima	käis
ja	ja
need	nee
olema	olid
laud	laud
laud	laud
jälle	`jälle
laud	`lauttiga
kinni	`kinni
tiib	`tiibad
panema	`panttud
aga	aga
jälle	`jälle
veski	`veskil
olema	oli
riie	`riidest
puri	purjud
peal	peel
suur	suurem
ja	ja
kõrge	`körgem
ja	ja
siis	siis
tema	ta
jääma	jähi
seisma	`seisma
ä	ä
keerama	`keerdi
see	see
keerama	`keeras
ringi	`ringi
et	ät
tema	ta
ikka	`ikka
tuul	`tuules
olema	oli
veski	`veski
nii+samuti	nii+sammatti
keerama	`keerdi
ümber	`ümber
suur	sur
suur	suur
pikk	pitk
saba	saba
olema	oli
taga	taga
et	et
tema	ta
ikka	`ikka
vastu	`vastu
tuul	tuuld
olema	oli
aga	aga
kui	kui
tema	ta
vaikne	`vaikne
ilm	ilm
olema	onn
siis	siis
tema	ta
pidama	pidi
seisma	`seisma
siis	siis
ei	äi
olema	ole
saama	saand
jahvatama	jahvatta
aga	aga
kui	kui
tuul	tuuld
olema	oli
iga	ega
kord	korra
pöörama	`pöördi
ä	ä
see	seda
nagu	nagu
siis	sii
peal	peel
panema	paned
ikka	`ikka
suur	suur
pikk	pitk
saba	saba
olema	oli
ja	ja
lükkama	lükkedi
siis	siis
see	selle
saba	sabast
sedasi	sedasi
ümber	`ümber
mina	ma
nägema	nägi
olema	olen
nägema	näind
need	neid
tuul	`tuule
jälle	`jälle
need	nee
viima	`viidi
ikka	`ikka
pea+aegu	pea+`aegu
trepp	`treppi
kaudu	kaudu
seljas	`sel'gas
mina	ma
ei	äi
teadma	tee
veski	`ves'kis
olema	oli
juba	juba
olema	oli
ka	kaa
võll	völli
peal	pääl
ja	ja
köis	köijega
vedama	`veedi
aga	aga
tuulik	tuuligul
olema	oli
ikka	`ikka
viima	`viidi
seljas	`sel'gas
näh	nähh
seal	säl
olema	oli
suur	suur
toru	toru
jälle	`jälle
kus	kus
välja	`välja
tulema	tuli
kui	kui
kivi	kivide
vahelt	vahelt
tulema	tuli
alla	`alla
ja	ja
toru	torude
kaudu	kaudu
tulema	tuli
kott	`kotti
kott	kott
olema	oli
toru	toru
ots	otsa
ees	ees
see	seda
mina	ma
teadma	teen
aga	aga
veski	`ves'kil
olema	olid
juba	juba
kui	kui
tang	tannud
ja	ja
kroov+jahu	kroov+jahu
olema	oli
seal	sääl
olema	oli
juba	juba
kaks	kaks
suur	suurt
toru	toru
ja	ja
suur	sured
kann	kannud
olema	olid
sees	sees
kes	kes
see	seda
ringi	`ringi
viima	viis
nagu	nagu
vahest	vahest
nüüd+ki	`nüit+kid
olema	on
aga	aga
tuulik	tuuligul
see	seda
ei	äi
olema	ole
olema	olnd
jooksma	`joosis
kohe	kohe
kott	`kotti
näh	nähh
kruubi+jahu	kruubi+jahu
olema	on
peen	`peene
ja	ja
tang	tang
olema	on
ikka	`ikka
jäme	jäme
ä	ä
pood	`poodis
vahel	vahel
ka	ka
peen	`peened
tang	tannud
ütlema	`öödakse
need	nee
olema	olid
nii+sugune	ni+sugust
tang	tannud
neh	nehh
kroovima	kruubidi
siiski	`siiskid
enne	enem
vili	vili
ära	ära
ka	kaa
ja	ja
siis	siis
laskma	lasid
tang	tannuks
siis	siis
pole	pole
kui	kui
mina	mina
noor	noor
olema	oli
siis	siis
pole	pole
kruup	kruubi
kruup	kruubi
tang	`tangu
mitte	`mitte
olema	olnd
siis	siss
olema	olid
puha	puhas
peen	`peened
tang	tannud
näh	nähh
veski	`ves'kitte
seest	seest
aga	aga
kui	kui
mina	ma
juba	juba
vana	vanemaks
saama	sai
siis	siis
hakkama	`akkas
kruup	`kruuppist
olema	olema
siis	siis
mina	ma
olema	oli
kaks	kahe
kolm+kümmend	kolme+`gümne
aastane	`aastane
siis	siis
hakkama	`akkas
kruup	`kruuppi
olema	olema
kruup	kruubi
tang	`tangu
kruup	kruubi
tang	`tangudest
jälle	`jälle
supp	`suppi
ja	ja
puder	pudru
ja	ja
peen+tang	peen+tannust
nägema	näe
ikka	`ikka
tema	ta
olema	oli
nagu	nagu
puhas	`puhtam
ja	ja
siis	siis
tema	ta
peen+tang	peen+tang
saama	saab
kergemini	`kergemini
valmis	`valmis
see	see
tahtma	tahab
rohkem	`rohkem
keetma	`keetta
kruup	kruubi
tang	tang
tema	ta
olema	oli
ikka	`ikka
na	naa
valge	`valgem
ja	ja
puhas	`puhtam
seda+viisi	seda+visi
ikka	`ikka
oder	odrast
